Offense.Code,Offense.Category,Offense.Description,Offense.Level
26672,532F(A)(3),MORTG FRD RCV CLOSING FND,F
26673,532F(A)(4),MORTG FRD FILE W/RECORDER,M
26674,532F(A)(4),MORTG FRD FILE W/RECORDER,F
26027,533,SELL LAND TWICE,F
26028,534,SPOUSE SELL LAND UNAUTH,F
31010,535,MOCK AUCTION,F
31316,535,MOCK AUCTION,M
31011,536,FALSE STATEMENT BY BROKER,M
31012,536A,PROPERTY BRKR SALE STATMT,M
26126,537(A)(1),DEFRAUD INNKEEPER -$400,M
26628,537(A)(1),DEFRAUD INNKEEPER -$950,M
26132,537(A)(2),DEFRAUD INNKEEPER $400+,F
26629,537(A)(2),DEFRAUD INNKEEPER $950+,F
26592,537(B),DEFRAUDING:SKI RESORT,I
26277,537(C)(2),DEFRAUD INNKEEP FORCE/ETC,M
26286,537(C)(2),DEFRAUD INKEEP FORCE/ETC,F
26630,537(C)(2),DEFRAUD INNKEEP FORCE/ETC,F
26631,537(C)(2),DEFRAUD INNKEEP FORCE ETC,M
26030,537B,DEFRAUD LIVERY STABLE OWN,M
26031,537C,LIVERY STABLE VIOLATION,M
31317,537E(A),BUY/ETC PROP NO ID $950+,F
31288,537E(A)(1),BUY/ETC PROP:NO ID -$950,M
31134,537E(A)(2),BUY/ETC PROP:NO ID,M
31289,537E(A)(2),BUY/ETC PROP:NO ID $950+,M
31135,537E(A)(3),BUY PC CHIP:ID REM $400+,F
31290,537E(A)(3),BUY PC CHIP:ID RMVD $950,F
31014,537F,SELL REBLT BATT W/O LABEL,M
31324,537G(A),REMOVE/ETC NCIC ID NUMBER,M
23042,538,REMOVE MORTGAGED PROPERTY,F
23110,538,REMOVE MORTGAGED PROPERTY,M
26343,538.5,FRAUD USE TV/ETC TRNS:INF,F
26675,538.5,FRDLNT USE TV TRANS INFO,M
44021,538A,USE OTHRS NM ON LTR NWSPR,M
44016,538B,USE SECRET SOCTY GET AID,M
26558,538C(A),DIST UNAUTH ADV:IN CNCRT,M
44051,538D(A),WEAR/ETC ID/ETC:IMPERS PO,M
44073,538D(B)(1),WEAR/ETC PO BADGE FRAUDLY,M
41109,538D(B)(2),WEAR FALSE BADGE IMPRS PO,M
44110,538D(C)(1),MAKE DECPTV BADG IMPRS PO,M
44111,538D(E)(2),UNLAWFUL SALE PO UNIFORM,M
44018,538E,IMPERSONATE FIREMAN,M
44112,538E(B)(1),WEAR BADGE IMPRS FIRFGHTR,M
44113,538E(B)(2),WEAR/USE FD OFCR BADGE,M
44114,538E(D)(3),SELL FD UNIFORM NONAUTH,M
44059,538F,IMP PUBLIC UTILITY EMP,M
44061,538G(B),IMPERSN CTY/CNTY ETC EMP,M
44115,538G(B),WEAR/ETC CITY/CO ID IMPRS,M
44083,538H(A),IMPERS S/RESC TO OBT AID,M
44084,538H(B)(1),IMPERS S/RESC TO DEFRAUD,M
44085,538H(B)(2),IMPERS S/RESC INDUCE BEL,M
26561,539,FALSE CERT:COMMUNITY SVS,M
26255,548(A),INJUR/DSTROY/ETC INS PROP,F
26292,549,SLICT/ETC BUS:FAK INS CLA,F
26676,549,SLCIT BUS W/FLS INS CLAIM,M
26271,550(A)(1),FALSE/ETC INS CLAIM F/PAY,F
26333,550(A)(2),FILE MULTPL CLAIM:INJ/ETC,F
26321,550(A)(3),FAKE VEH ACC:FAKE CLAIM,F
26294,550(A)(4),FALSE/ETC CLAIM:THEFT VEH,F
26295,550(A)(5),PREP/ETC FALSE/ETC CLAIM,F
26391,550(A)(6),FAKE CLAIM:HEALTH BENES,F
26677,550(A)(6),PRSNT FLS HLTH CLM $950+,F
26392,550(A)(7),SUB CLAIM:UNUSD HELTH BEN,F
26678,550(A)(7),SUB CLAIM UNUSED HLTH BEN,F
26389,550(A)(8),MULT CLAIM:SAME HELTH BEN,F
26390,550(A)(8),SAME HELTH BEN:MULT CLAIM,M
26369,550(B)(1),FLS/ETC INS INF F/PAY/ETC,F
26679,550(B)(1),FLS/ETC INS INFO FOR PAY,M
26394,550(B)(2),CONSPIRE:FAKE STMNT:CLAIM,F
26680,550(B)(2),PREPARE FLS STMT INS CLM,M
26395,550(B)(3),HIDE FACTS:INS ENTITLMNTS,F
26615,550(B)(3),HIDE FACTS:INS ENTITLEMNT,M
26681,550(B)(4),FALSE RESID STMT VEH INS,M
26682,550(B)(4),FALSE RESID STMT VEH INS,F
26683,551(A),DLR OFFER FEE FOR REFERAL,M
26684,551(A),DLR OFFER FEE FOR REFERAL,F
26382,551(B),DLR WAIVE DEDUCT:AUTO REP,F
26685,551(B),DLR ILL WV DEDCT AUTO RPR,M
32009,554(A),TRESPASS:PETRLEUM INDSTRY,M
32010,554(B),TRESPASS:GAS FACILITY,M
32011,554(C),TRESPASS:ELECTRICAL FACIL,M
32012,554(D),TRESPASS:BRDCST FACIL/ETC,M
32013,554(E),TRESPASS:WATER FACILITY,M
32014,554(F),TRESPAS:EXPLOSIVE FACILTY,M
32015,554(G),TRESPASS:RAILROAD FACILTY,M
32078,554(H),TRESPASS:SEWERAGE FACILTY,M
32079,554(I),TRESPASS:QUARRIES,M
32016,555,ENTER/REMAIN ON PSTD PROP,M
29007,555.1,DESTROY POSTED SIGN,M
32017,555.2,LOITER POSTED PROPERTY,M
32018,556,POST SIGN ON PUBLIC PROP,M
32019,556.1,POST SIGN ON PRIVATE PROP,M
33007,558,TRESPASS:CERTAIN UC LAND,M
26033,560,CRIME INVOLVING BAILMENTS,F
26034,560.1,BAILEE ISSUE FRAUD RECEPT,M
26035,560.2,BAILEE DEL GOODS UNLAWFLY,M
26036,560.3,DEP GOODS W/O TITL W/BAIL,M
26037,560.4,BAILEE ISSUE DUP/ADD TITL,F
26038,560.5,WAREHSMN ISS FRAUD TITLE,M
26344,560.6(1),ISS/ETC BAD RCPT/ETC:STRG,M
26345,560.6(2),ISS/ETC RECT/ETC NO GOODS,M
26346,560.6(3),FRAUD RCT/ETC GOODS O-O-S,M
26129,565,USE/ETC DAIRY REG -$400,M
66064,566,DESTROY DAIRY BRAND REG,F
26686,571(A),UNLAWFUL SUBLEASE OF VEH,M
26687,571(A),UNLAWFUL SUBLEASE OF VEH,F
26296,571(B),UNAUTH SUBLEASE VEHICLE,F
31016,577,FALSE BILL OF LADING,F
31017,578,FALSE WAREHOUSE RECEIPTS,F
26354,580,SELL/ETC MED DEGREE/ETC,F
31018,580,ISS UNMARKED DUP RECEIPTS,F
26268,581,POSS ALTER/ETC MED CERT,F
31019,581,WAREHSMN SELL W/O CONSENT,F
29163,587(A),INJURE RAILROAD/RR BRIDGE,M
29184,587(A),INJURE RAILROAD/RR BRIDGE,F
29164,587(B),PLACE OBSTR ON RAILS/ETC,F
29165,587(B),PLACE OBSTR ON RAILS/ETC,M
29009,587.1,INJURE RAILROAD/RR BRIDGE,F
29112,587.1(A),MOVE LOCOMOTIVE W/O AUTH,M
29113,587.1(B),ILL MV LOCMTV:POS INJ/DTH,F
29166,587.1(B),MOVE LOCOMOTV POS INJ/DTH,M
29010,587.2,PLACE OBJECT ON RR TRACK,F
29011,587A,TAMPER W/RR APPARATUS,M
32020,587B,TRESPASS ON RR TRAIN,M
26040,587C,EVADE RAILROAD FARE,M
29012,588,INJURE HIGHWAY/BRIDGE,M
29013,588A,THROW INJURIOUS SUBSTANCE,M
29086,588A,THROW INJURIOUS SUBSTANCE,F
29014,588B,INJURE WARNING DEVICES,M
29109,590,REMOVE/ETC GUIDE POST/ETC,M
29016,591,DAMAGE/ETC POWER LINES,F
29135,591,DAMAGE/USE/ETC POWER LINE,M
29150,591.5,DAMAGE WIRELES COM DEVICE,M
29101,592(A),TAKE WATER FROM CANAL/ETC,M
29167,592(B),TAKE WATER FRM CANAL-$950,M
29168,592(B),TAKE WATER FRM CANAL$950+,F
29018,593,INTERFERE WITH POWER LINE,F
29114,593A(A),PUT NAIL/ETC:WOOD:MFG/ETC,F
32021,593B,CLIMB ON ELECT POWER POLE,M
29020,593C,DAMAGE GAS PIPE OR MAIN,F
29079,593D(A),UNAUTH REC/ETC CBL TV/ETC,M
29147,593D(A)(1),KNOWN UNAUTH CBL/ETC CONN,M
29169,593D(A)(2),PURCH UNAUTH CBL DVC/COMP,M
29148,593D(A)(3),KNOWN MOD/ETC AUTH DEVICE,M
29170,593D(A)(4),MAKE MOD CBL ACCESS DVC,M
29133,593D(B),MFG/ETC DECDR CBL TV/ETC,F
29134,593D(C),ALT/ETC TRANS/ETC CBL/ETC,M
29091,593E(A),INTERCPT/DECODE CABLE TV,M
29099,593E(B),MFG/ETC CABL TV DECOD/ETC,M
29124,593F,MFG/ETC UNATH AIR DEV/ETC,M
29171,593G,POSS IRON/ETC VIOL 593A,M
29138,594(A),VANDALISM,M
29110,594(A)(1),VANDALISM:DEFACE PROPERTY,M
29111,594(A)(1),VANDALISM:DEFACE PROPERTY,F
29071,594(A)(2),VANDALISM:DAMAGE PROPERTY,M
29072,594(A)(2),VANDALISM:DAMAGE PROPERTY,F
29076,594(A)(3),VANDL:DESTROY OTHRS PROP,F
29077,594(A)(3),VANDL:DESTROY OTHRS PROP,M
29061,594(B)(1),VANDALISM $10000 OR MORE,F
29087,594(B)(1),VANDALISM,M
29142,594(B)(1),VANDALISM $400 OR MORE,M
29143,594(B)(1),VANDALISM $400 OR MORE,F
29149,594(B)(1),VANDALISM $10000 OR MORE,M
29144,594(B)(2)(A),VANDALISM -$400,M
29156,594(B)(2)(B),VANDALISM -$400/PREV CONV,M
29102,594.1(A)(1),SELL SPRAY PAINT TO MINOR,M
29082,594.1(B),MINOR BUY SPRAY PAINT,M
31139,594.1(C),PAINT RET FAIL POST SIGN,M
29100,594.1(D),POSS SPRAY PAINT:POSTED,M
29103,594.1(E)(1),MNR POSS SPRAY PAINT HWY,M
29105,594.2(A),POSS DRILL/ETC:INT:VANDLZ,M
29093,594.3(A),VANDALIZE PLAC OF WORSHIP,F
29145,594.3(A),VANDALIZE PLAC OF WORSHIP,M
29107,594.3(B),VAND CHRCH/ETC:RAC:INTMDT,F
29151,594.35(A),DESTROY CEMETERY PROPERTY,F
29152,594.35(A),DESTROY CEMETERY PROPERTY,M
29172,594.35(B),OBLIT GRAVE/VAULT/CRYPT,M
29173,594.35(B),OBLIT GRAVE/VAULT/CRYPT,F
29174,594.35(C),DESTROY/INJ MORTUARY BLDG,M
29175,594.35(C),DESTROY/INJ MORTUARY BLDG,F
29176,594.35(D),OBSTR CARRYING HUMAN RMNS,M
29177,594.35(D),OBSTR CARRYING HUMAN RMNS,F
53143,594.37(A),PICKETNG TARGETED:FUNERAL,M
29125,594.4(A),DFACE/ETC STRTUR:CHEM/ETC,F
29146,594.4(A),DFACE/ETC STRTUR:CHEM/ETC,M
29129,594.7,VANDAL DEFACE PROP:PRIORS,F
34041,596,POISONING ANIMALS,M
34076,596.5(C),ABUSE:PHYSICAL:ELEPHANTS,M
34054,597(A),CRUELTY TO ANIMALS,F
34089,597(A),CRUELTY TO ANIMALS,M
34036,597(B),CRUELTY TO ANIMAL,M
34067,597(B),CRUELTY TO ANIMALS,F
34049,597(C),CRUELTY TO ANIMAL,M
34068,597(C),CRUELTY TO ANIMALS,F
34062,597.1(A),OWNER/ETC NON-CARE ANIMAL,M
34094,597.1(G),FL PRODUC ANML AT HEARING,I
34095,597.3(A),LIVE ANIMAL MARKET VIOL,I
34091,597.4(A)(1),SELL/ETC ANIMAL PUB W/INJ,M
34096,597.4(A)(1),SELL/ETC ANIMAL IN PUBLIC,I
34092,597.4(A)(2),DISPLY/OFFR ANML FOR SALE,I
34093,597.4(A)(2),DSPLY/OFR ANML SALE W/INJ,M
34051,597.5(A)(1),POSS/TRAIN/ETC:FIGHT DOG,F
34052,597.5(A)(2),CAUSE DOG FIGHT:GAIN/ETC,F
34063,597.5(A)(3),PERMIT/AID/ETC DOG FIGHT,F
34048,597.5(B),PRESENT AT DOG FIGHT,M
34100,597.6(A)(1),ALTERATION CAT CLAWS/ETC,M
34079,597.7(A),ENDANGER ANIMAL:UNATN CAR,I
34080,597.7(A),GBI TO ANIMAL:UNATN CAR,M
34101,597.9(A),POSS/ETC AFTR PR MISD 597,I
34102,597.9(B),POSS/ETC AFTR PR FEL 597,I
34005,597A,INHUMANE TRANSPRT OF ANML,M
34008,597B,ALOW/ETC ANIMAL/BRD FIGHT,M
34103,597B(B),CAUSE COCK/ETC FIGHT MISD,M
34104,597B(B),CAUSE COCK/ETC FIGHT W/PR,F
34078,597C,SPECTATOR AT ANIMAL FIGHT,M
34077,597C(B),POSS COCK W/INTENT:FIGHT,M
34013,597E,IMPOUNDED ANIMAL VIOL,M
34058,597F(A),FAIL TO CARE FOR ANIMAL,M
34066,597G(A),POLING A HORSE,M
34105,597G(B),TRIP W/INT EQUINE SPORT,M
34016,597H,USE LIVE DECOY AT DOG RAC,M
34017,597I,POSSESS BIRD FIGHT EQUIP,M
34018,597J,POSS FIGHTING GAME COCK,M
34019,597K,USE BRISTLE BUR ON ANIMAL,M
34083,597L(A)(1),FAL MANT SANITARY PETSHOP,M
34084,597L(A)(2),FAIL PRVD HEAT/VENT:PET,M
34085,597L(A)(3),FAIL PROVIDE HUMANE CARE,M
34086,597L(A)(4),SELL/TRADE DISEASE PET,M
34087,597L(A)(5),INADEQUATE SPACE:PET ANML,M
34106,597L(B)(I),FL PRVD ANML CARE RECOMM,I
34020,597M,PROMOTE BULLFIGHT,M
34021,597N,DOCK TAIL OF HORSE,M
34088,597N(A),DOCK TAIL:HORSE/CATTLE,M
34107,597O(A),VEH REQ EQUINE TRANSPORT,M
34022,597P,REGISTER DOCKED HORSE,M
34023,597Q,DRIVE UNREG DOCKED HORSE,M
34024,597R,VIOLATE ANTI-DOCKING LAW,M
34075,597S(A),ABANDON ANIMAL,M
34040,597T,CONFIND ANIMAL INADQ CARE,M
34108,597U(A),EUTHAN OF ANML GAS/INJEC,M
34109,597U(B),EUTHAN DOG/CAT DIOX CHAMB,M
34055,597V,KILL NEWBORN ANIMALS,M
34110,597X(A),SELL/TRNSP DSBLD ANML OOS,M
34081,597Z(A)(1),SELL DOG UNDER 8 WEEK AGE,I
34082,597Z(A)(1),SELL DOG UNDER 8 WEEK AGE,M
34026,598,KILL/ETC BIRD IN CEMETERY,M
34069,598A(A),KILL DOG/CAT:SEL/ETC PELT,M
34065,598A(B),POSS/ETC DOG/CAT PELT:SEL,M
34111,598B(A),POSS DOG/CAT CARCASS FOOD,M
34112,598B(B),POSS/ETC PET CARCASS FOOD,M
34072,598C(A),HORSE SLAUGHTER FOR MEALS,F
34073,598D(A),SALE HORSEMEAT FOR MEALS,M
34113,598D(A),SALE HORSEMEAT FOR MEALS,F
34074,598D(C),SALE HORSMEAT TO EAT:W/PR,F
34029,599(A),LIVE ANIMAL VIOLATION,M
34030,599(B),LIVE ANIMAL VIOLATION,M
34031,599(C),LIVE ANIMAL VIOLATION,M
34032,599(D),LIVE ANIMAL VIOLATION,M
34034,599E,REFUSE TO KILL UNFIT ANML,M
34070,599F(A),BUY/ETC NONAMBULATRY ANML,M
34114,599F(B),PROCESS/ETC NONAMBUL ANML,M
34115,599F(C),HOLD NONAMBUL W/O EUTHAN,M
34116,599F(D),HOLD NONAMBUL W/O TRTMNT,M
34117,599F(E),DRAG EQUIP NONAMBUL ANML,M
34118,599F(F),SELL/SHIP NONAMBUL ANIMAL,M
34119,599F(G),ACCEPT NONAMBUL FOR TRNSP,M
34045,600(A),WILLFUL HARM PO HORSE/DOG,M
34046,600(A),HARM PO HORSE OR DOG,F
34047,600(B),INTERFERE W/PO ANIMAL,M
34120,600.2(A),PERM DOG TO INJ GUIDE DOG,I
34121,600.2(A),PERM DOG TO INJ GUIDE DOG,M
34071,600.5(A),CAUS INJ/DTH:GUID/ETC DOG,M
34122,600.5(A),INT INJ/DTH SRVC DOG DUTY,M
31229,601,ADVERTISEMENT:ABORTION,F
32085,601(A),TRESPAS:RES/ETC:SBI THRET,F
32087,601(A),TRESPS:RES/ETC:SBI THREAT,M
32068,601(A)(1),TRESP:RESIDNCE:THREAT SBI,F
32118,601(A)(1),TRESPASS RESDNC THRTN SBI,M
32069,601(A)(2),TRESP:WRKPLACE THREAT SBI,F
32119,601(A)(2),TRESP WORKPLACE THRTN SBI,M
8008,602,FAIL OBEY ORDER JUV COURT,X
32022,602,TRESPASSING,M
32023,602(A),TRESP:DESTROY STAND TIMBR,M
32024,602(B),TRESPASS:REMOVE TIMBER,M
32025,602(C),TRESP:INJURE/ETC FREEHOLD,M
32026,602(D),TRESPASS:SOIL REMOVAL,M
32027,602(E),TRSPAS:REMOV SOIL PUB PRP,M
32028,602(F),TRESPASS:DAMAGE SIGN,M
32029,602(G),TRESPASS:OYSTER LANDS,M
32092,602(H)(1),TRESPASS:POSTED LAND/BLDG,M
32093,602(I),TRESPASS:DESTROY FENCE,M
32094,602(J),TRESPASS:BUILD FIRES,M
32095,602(K),TRESPASS:INJURE PROPERTY,M
32096,602(L)(1),TRSPSS:PSTD LND:RFS TO LV,M
32097,602(L)(2),TRSPSS:PSTD LND:DSTRY SGN,M
32098,602(L)(3),TRSPSS:PSTD LND:TMPR LOCK,M
32099,602(L)(4),TRSPS:PSTD LND:DSCH F/ARM,M
32100,602(M),TRESPASS:OCC PROP W/O CON,M
32101,602(N),TRESPAS:DRIV ON PRIV PROP,M
32102,602(O),TRESPAS:REFUSE LEAVE PROP,M
32103,602(O)(1),RFUSE GO:PO REQ PRIV PROP,M
32104,602(O)(2),RFUSE GO:OWN REQ:PRIV PRO,M
32105,602(P),TRESPASS:CLOSED LANDS,M
32106,602(Q),TRESPASS:REF LV PUB BLG,M
32107,602(R),TRESPASS:SKI CLOSED AREA,M
32108,602(S),TRESPASS:REF TO LV HOTEL,M
32109,602(T),TRESP:FELN REF LV PR PROP,M
32113,602(T)(1),TRESP:FELN REF LV PR PROP,M
32110,602(U)(1),TRESPASS:AIRPRT OPER AREA,M
32112,602(V)(1),TRESPASS:STERILE AREA,M
32120,602(V)(1),TRESP REF INSPECT AIRPORT,I
32121,602(W),TRESP BATTRD WMN SHELTER,M
32122,602(X)(1),TRESPASS INFANT UNIT HOSP,I
32123,602(X)(1),TRESPASS INFANT UNIT HOSP,M
32071,602.1(A),TRESPASS PUBLIC BUSINESS,M
32080,602.1(B),OBST/ETC BUSNES:PUB AGNCY,M
32124,602.1(C),INTERFER W/BUS PUB AGENCY,I
33009,602.1,OBSTRUCT STUDENT/TEACHER,M
33056,602.11(A),OBST PASSAGE:SCHOOL/ETC,M
32125,602.12(A),TRESP PROP ACADEM RESRCHR,M
32126,602.13(A),ENTER ANML ENCLOSURE ZOO,I
32127,602.13(A),ENTER ANML ENCLOSURE ZOO,M
32128,602.3(A),FLR LODGER VACAT AFTR NTC,I
32063,602.4,UNAUTH ENTRY SELL AT AIRP,M
32039,602.5,ENTER NONCOMM DWELLING,M
32089,602.5(A),ENTER NONCOMM DWELLING,M
32090,602.5(B),ENT NONCOM DWELL:INCIDENT,M
32074,602.6,REFUSE TO LEAVE FAIR,M
32086,602.7,SEL/ETC ON BART/ETC NO OK,I
32073,602.8(A),UNAUTH ENTRY POSTED LAND,M
32091,602.8(A),UNAUTH ENTRY POSTED LAND,I
32114,602.9(A),POSS RESIDENT W/O CONSENT,M
32115,602.9(B),ENTER RES W/O OWNER CNSNT,M
29022,603,FORCIBLE ENTRY:PROP DAMAG,M
29023,604,INJURE STANDING CROPS/ETC,M
29025,605.1,REMOVE BOUNDARY MONUMENT,M
29026,605.2,DEFACE MARKS ON MONUMENT,M
29027,605.3,REMOVE TREE W/BOUNDRY MRK,M
29029,607,DAMAGE BRIDGE/ETC,M
29030,610,TAMPER WITH SIGNAL LIGHT,F
29031,615,INJURE SURVEY SIGNALS,M
29032,616,DESTROY LEGAL NOTICE,M
29033,617,INJURE WRITTEN INSTRUMENT,F
57005,618,OPEN/PUB ANOTHERS LETTER,M
57007,620,ALTER TELEGRAPHIC MESSAGE,F
57060,620,ALTER TELEGRAPHIC MESSAGE,M
29158,621,DESTROY LE/FIRE MEMORIALS,M
29159,621,DESTROY LE/FIRE MEMORIALS,F
29034,622,INJURE WORK OF ART,M
29035,6221/2,INJURE HISTORICAL OBJECT,M
29140,623(A),HARM/DEFACE/ETC CAVES,M
29115,623(A)(1),HARM/DEFACE/ETC CAVE,M
29178,623(A)(2),DISTURB ARCHEO EVID CAVE,M
29179,623(A)(3),KILL/ETC ANML/PLANT CAVE,M
29180,623(A)(4),BURN HARMFUL MATRL CAVE,M
29181,623(A)(5),RMV MATRL FOUND IN CAVE,M
29182,623(A)(6),BREAK/ETC LOCK/ETC CAVE,M
29036,624,BREAK WATER PIPE/ETC,M
29037,625,DRAW WATER FR CLOSD WORKS,M
29056,625B(A),TAMPER W/AIRCRAFT,M
29057,625B(B),DAMAGE AIRCRAFT,F
29183,625B(B),DMG/ETC AIRCRAFT UNSAFE,M
29098,625C,TAMPER W/TRANSIT SYSTEM,F
33038,626.10(A),POSS WEAPON AT SCHOOL,F
33055,626.10(A),POSS WEAPON AT SCHOOL,M
33062,626.10(A)(1),POSS WEAPON AT SCHOOL,F
33063,626.10(A)(1),POSS WEAPON AT SCHOOL,M
33064,626.10(A)(2),POSS BOX CUTTER AT SCHOOL,M
33039,626.10(B),POS WPN/ETC:CMPUS:NOT GUN,F
33046,626.10(B),POSS WPN/ETC:CMPS:NOT GUN,M
33058,626.10(I),POS LLWPN/ETC:COLLEGE/UNV,M
33012,626.2,DISMSD STUDENT/EMP AT SCH,M
33014,626.4(D),STAY ON CAMPUS W/O CONSNT,M
33040,626.6(A),NONSTUDNT REFUSE LEAV SCH,M
33053,626.7(A),UNAUTH STAY/RET:SCH ZONE,M
33026,626.8,DISRUPT SCHOOL ACTIVITIES,M
33035,626.8(A)(1),SEX OFN/ETC:STA/DSRUP SCH,M
33059,626.8(A)(1),REMAIN ON SCH PROP/DISRUP,M
33034,626.8(A)(2),SEX OFF REENTR DISRPT SCH,M
33060,626.8(A)(2),REENTER W/IN 7DAYS/LEAVE,M
33032,626.8(A)(3),SEX OFD/ETC CONT DSRP SCH,M
33061,626.8(A)(3),CONT PATTERN UNAUTH ENTRY,M
33065,626.8(A)(4),THRTN SAFETY PUPIL PRE-8,M
36174,626.81(A),SEX OFR:UNLAW ENTR:SCHOOL,M
33051,626.85(A)(1),DRUG OFNDR REMAN SCH ZONE,M
33066,626.85(A)(2),DRG OFR RENTR SCHL W/I 7,M
33067,626.85(A)(3),DRG OFR CONT PATRN UNAUTH,M
33042,626.9(B),FIREARM AT SCHOOL,F
33057,626.9(B),FIREARM AT PUBLIC SCHOOL,M
33047,626.9(D),DISCHARGE F/ARM:SCH ZONE,F
33048,626.9(H),POS/ETC LOD F/ARM:UNV/ETC,F
33049,626.9(I),POSS/ETC FIREARM:UNIV/ETC,F
52325,626.95(A),WPN POSS PROHIB GROUNDS,F
52373,626.95(A),WPN POSS PROHIB GROUNDS,M
33033,627.2,ENTER SCHL GRNDS W/O REG,M
33045,627.7(A)(1),REMAIN/ETC AT SCH W/O REG,M
33068,627.7(A)(2),REMAIN AT SCHL DENIED REG,M
33069,627.7(A)(3),REMAIN AT SCHL REG REVKED,M
33050,627.8,VIOLS IN SCHOOL ZONE W/PR,M
31318,628,PRACT MSSG THRPY W/O CERT,M
8031,628.1,HOME DETENTION VIOL:MINOR,X
57010,631(A),UNAUTHORIZED WIRETAPPING,F
57061,631(A),UNAUTHORIZED WIRETAPPING,M
57011,632(A),EAVESDROPPING,F
57051,632(A),EAVESDROPPING,M
57028,632.5(A),INTRCP/ETC PHONE TRANSMSN,F
57062,632.5(A),INTERCEPT/ETC CELL COMMUN,M
57026,632.6(A),INTRCEPT/ETC REMOTE PHONE,F
57063,632.6(A),INTRCPT/ETC CRDLSS COMMUN,M
57027,632.7(A),REC/ETC PHONE COMM:UNAPRV,F
57064,632.7(A),RECORD/ETC PHONE COMMUN,M
57012,634,INVADE PRIVACY:TRESPASS,F
57055,634,INVADE PRIVACY:TRESPASS,M
57013,635(A),SELL EAVESDROPPING DEVICE,F
57065,635(A),SELL EAVESDROPPING DEVICE,M
57032,636(A),EVSDRP/REC PRIS & LAW/ETC,F
57066,636(B),NONELECTR EAVESDROPING,M
57067,636(B),NONELECTR EAVESDROPING,F
57038,636.5,GET/ETC PUB SAFE RADIOCOM,M
57015,637,DISCL TELEPH/TELEG MESS,F
57016,637.1,OPEN ANTH TELEP/TELEG MSG,F
57068,637.1,OPEN ANOTHERS TELE MESSAG,M
57029,637.5(A)(1),UNAUTH ACTS:CABLE TV CORP,M
57030,637.5(A)(2),CABLE TV CO ILL REL INFO,M
57069,637.5(B),CBL UNLAW USE SUBSCR INFO,M
57070,637.5(C),UNLAW DSSMNT SUB INFO GOV,M
57071,637.5(D),FLR MK SUBSCRBR INFO AVLB,M
57072,637.6(A),DISCLOSE RDSHR PRSNL INFO,M
57037,637.7(A),INVAD PRIV:ELEC TRACK DEV,M
57073,637.9(A)(1),FL VERIFY ID PR SELL LIST,M
57074,637.9(A)(2),PRVD SX OFR ACCS MNR INFO,M
57075,637.9(B),USE MNR INFO COMMERC PURP,M
57076,637.9(C),DIST MNR PRSNL INFO ABUSE,M
57077,637.9(D)(1),FL STP DISCL MNR INFO 20+,M
57078,637.9(D)(2),FL MNTN LIST MNR MRKTNG,M
57080,638(A),PURCH/ETC CALL PTTRN RCRD,M
57056,638.51,INSTALL PEN REG W/O COURT,F
57057,638.51,INSTALL PEN REG W/O COURT,M
51027,639,BRIBE EMPLOYE TO OBT LOAN,F
51028,639A,EMPLOYEE TAKE LOAN COMMIS,F
66104,640(B)(1),FAIL PAY:PUB TRANSIT SYS,I
66203,640(B)(1),EAT/DRINK PUB TRANSIT SYS,I
66180,640(B)(10),SKATEBOARD:PRKG STRUCTURE,I
26532,640(B)(11)(A),MISUSE/ETC TRNS SYS TIKET,I
26554,640(B)(2),MISUSE/ETC PASS/ETC:TRANS,I
66204,640(B)(2),DISTURB/NOISE:PUB TRANSIT,I
66119,640(B)(3),PLAY SOUND EQUIP:PUB TRNS,I
66205,640(B)(3),SMOKING PROHIBITED AREA,I
66103,640(B)(4),SMOKE/ETC PUB TRANSIT SYS,I
66206,640(B)(4),SPIT ON PUBLIC TRANS SYS,I
66110,640(B)(5),SPIT ON PUBLIC TRANS SYS,I
66207,640(B)(5),SKATEBOARD:PRKG STRUCTURE,I
66111,640(B)(6),DISTURB PEACE:PUB TRANSIT,I
55223,640(B)(7),EXPLOSIVE/ETC:PUB TRANSIT,I
66112,640(B)(8),URINATE/ETC:PUB TRANSIT,I
66122,640(B)(9)(A),BLOCK MOVEMNT:SYS FAC/VEH,I
66208,640(C)(1),FAIL PAY:PUB TRANSIT SYS,I
66218,640(C)(1),FAIL PAY PUB TRNST SYS PR,M
26623,640(C)(2),MISUSE/ETC PASS/ETC:TRANS,I
66219,640(C)(2),MISUSE PASS/ETC TRNST PR,M
26624,640(C)(3)(A),MISUSE/ETC TRNS SYS TIKET,I
66220,640(C)(3)(A),MISUSE TRNST SYS TICKT PR,M
53142,640(D)(1),DISTURB/BEHAVIOR:PUB TRAN,M
55281,640(D)(2),EXPLOSIVE/ETC:PUB TRANSIT,M
66210,640(D)(3),URINATE/ETC:PUB TRANSIT,M
66211,640(D)(4),BLOCK MOVEMNT:SYS FAC/VEH,M
29157,640(D)(5),DSTRY FCLITY/VEH:PUB TRAN,M
66098,640.2(A),UNAUTH WRITINGS:PROD/BOX,M
66120,640.5(A)(1),GRAFFITI ON GOVT/ETC PROP,I
66114,640.5(B)(1),GRAFFITI:GOVT FAC/VEH:PR,M
66115,640.5(C)(1),GRAFITI:GOVT FAC/VEH:2+PR,M
66150,640.6(A)(1),GRAFITI:PROP DAMAGE -$250,I
