CDS.Code,Offense.Description,Offense.Level
52700,MSKD PERSN POSS F/ARM PUB,M
41058,POSS ALC BEV:CAN BE SEIZD,M
52480,CCW IN VEHICLE,M
52476,CCW ON PERSON,M
52478,CCW IN VEHICLE:OCCUPANT,M
54594,DIFFUSED LIGHT:NO RED,I
52470,CCW W/SPECIFIC CONVICTION,M
52597,CCW ON PERSON:LOADED,M
52660,CCW OWNER NOT REG W/DOJ,M
55253,FAIL RPT RELEASE HAZ MAT,M
55172,VIOL HAZ MATERIAL PROCEDR,M
41052,DISORDERLY HOUSE,M
41055,SELL ALC TO INTOX PERSON,M
41032,UNLICENSED CLUB ROOM,M
41059,HIDE/ETC ILL LIQ/ETC:VEH,M
41056,LICENSEE POSS UNAUTH LIQ,M
41034,POSS LIQUOR SCHOOL PROP,M
41079,NO ALC BEV:OPEN/CLSD:SPEC,I
41060,SEL/ETC SUBSTUTE BRND:LIQ,M
41069,FAIL TO POST:NO LOITERING,M
41077,APP OPER STNDRS VIOLATION,M
41070,LIC FAIL POST REQ SIGN,M
41071,NO ALC BEV CONSMD:RTL EST,M
41072,EXTR PREMS/ETC:ILLUMINATE,M
41073,LITTER CLEANED DAILY,M
41074,GRAFFITI REMOVED W/IN 72H,M
41075,UNOBSTRUCTED VIEW FOR LEP,M
41076,PUBLIC PHONE:REQ DEVICE,M
41067,FALSIFY RECORDS:SALES ALC,M
41063,POSS OPEN ALCOHOL:PUBLIC,I
41035,SELL ALCOHOL AFTER HOURS,M
41036,PERMIT ALC CONSUMP AFT HR,M
54605,MOTORCYC H/LAMP:1REQ/2PRM,I
54230,MOTORCYCLE HEADLAMP VIOL,I
41037,HIRE PROCURE LIQUOR SALE,M
41038,PERMIT ALCOHOL SOLICITING,M
43029,SELL/ETC LIQUOR TO MINOR,M
8001,MINOR BUY LIQUOR IN BAR,M
43030,LET MINOR DRINK LIQUOR,M
8032,MINOR ATTEMPT TO BUY ALC,I
31278,KEG ID TAG VIOLATION,M
31245,POSS KEG BEER W/O REQ ID,M
41078,BUY KEG BEER W/FALSE ID,M
43033,FURNISH MINOR W/FALSE ID,M
8002,POSS/USE FALSE ID OF AGE,M
8042,POSS/USE FALSE ID OF AGE,M
41062,MINOR POSSESS ALCOHOL,M
43041,USE MINOR LIQUOR PREMISES,M
43044,UNSUPV MNR SALE LIQUOR,M
43032,ADV:ENCORAGE MNR TO DRINK,M
8004,MINOR IN LIQUOR PREMISES,M
52569,CARRY LOAD F/ARM:COMT FEL,M
52436,CRRY LOAD F/ARM PUB PLACE,M
52443,CARRY LOAD F/ARM:SPEC PRS,M
52445,CRRY LOAD H/GUN:NOT OWNER,M
54171,VEH LAMPS/ETC COLOR VIOL,I
54553,SELL/USE UNAP LIGHT EQUIP,I
52489,DRVR/ETC ALLOW F/A IN VEH,M
52488,DRVR/ETC ALLOW F/A DISCHG,M
52492,DISCHARGE F/A FROM VEH,M
54357,EQUIP MODIFY DEVICE VIOL,I
52494,FALSE INFO ON WPN LIC,M
54718,BRAK REQ FOR TRLERS 6000+,I
54719,BRAK REQ TRLER 6000+ 1982,I
54691,BREAKAWAY DEVICE REQ VEH,I
54314,SERVICE BRAKES VIOLATION,I
52702,CRY UNLD HGN OUT VEH PUB,M
52703,CRY UNLD HGN OUT VEH UNIN,M
52704,CRY UNLD HGN OUT VEH PHIB,M
52508,CARRY UNLOAD H/GUN PUBLIC,M
52705,CRY UNLD HGN IN VEH UNINC,M
52706,CRY UNLD HGN IN VEH PHIB,M
52640,CRRY UNLD F/A NOT H/GUN,M
52707,CRY UNLD F/A NT HGN PHIB,M
54720,INADEQUATE PARKING BRAKE,I
54468,VEH BRK SYS VIOL:MTR FAIL,I
54143,BRAKE SYS CONDITION VIOL,I
52587,SELL/ETC FIREARMS W/O LIC,M
54721,VEH W/AIRBRKS PRES GA REQ,I
54722,AIR PRESS WARNING DEV REQ,I
54142,NO WINDSHIELDS,I
54204,WRONG COLOR:WINDO/ETC MAT,I
54233,SAFETY GLAZING MATRL VIOL,I
54340,WINDSHIELD WIPER VIOL,I
54196,OPR VEH:WINDOW OBSTRUCTED,I
54571,OPR VEH:WINDOW OBSTRUCTED,I
54614,OPR VEH:WINDOW OBSTRUCTED,I
54015,WINDOW INSTAL/ETC MAT VIO,I
54308,REARVIEW MIRROR VIOLATION,I
54226,VEH SIDEVIEW MIRROR VIOL,I
54138,DEFECTIVE WINDSHIELD/ETC,I
54451,VEHICLE HORN VIOLATION,I
54309,MISUSE VEHICLE HORN,I
54620,NON EMERG VEH W/SIREN,I
54164,LOUD OUTSIDE VEH AMP SYS,I
54116,INADEQUATE MUFFLERS,I
54165,ILL MOD EXHAUST SYS:NOISE,I
54510,EXHAUST PIPE VIOLATION,I
54324,EXCESSIVE EXHAUST VIOL,I
54300,GASTIGHT EXHAUST SYS VIOL,I
54229,FUEL TANK CAP VIOLATION,I
54410,OPR/ETC GROSS POLLUTER,I
54534,NOT EQUIPED W/SMOG DEVICE,I
32065,CLIMB/TRESPASS BRIDGE/ETC,M
52633,GUNSHOW CONTRACT W/VENDOR,M
52708,FAIL POST SIGN GUNSHOW,M
52709,GNSHW VNDR W/O WRTN CERT,I
52710,GNSHW VNDR W/O CERT W/PR,M
52711,GNSHW INCMPL GUN TRANSFER,I
52712,GNSHW INCMPL GN TRNSFR PR,M
52713,GUNSHOW DISPLAY OF AMMO,I
52714,GNSHW DISPLAY OF AMMO PR,M
54011,SEATBELT VIOLATION,I
54111,PASNGR 16+ NO SAFETY BELT,I
54197,OPR VEH:UNSAFE SEATBELTS,I
54429,SEL/ETC PREV DEPLOY AIRBG,M
52715,GUNSHOW INFO REQ FRM VNDR,I
52716,GNSHW INFO RQ FRM VNDR PR,M
52717,GUNSHOW MISSING NAME TAG,I
52718,GNSHW MISSING NAME TAG PR,M
52719,GNSHW POSS F/ARM + AMMO,I
52720,GNSHW POSS F/ARM+AMMO PR,M
52721,GUNSHOW MINOR W/O PARENT,I
52722,GNSHW MNR W/O PARENT PR,M
52723,GUNSHOW FAIL SIGN GN TAG,I
52724,GNSHW FL SIGN GUN TAG PR,M
52725,GUNSHOW BRING GUN UNLAW,I
52726,GNSHW BRING GUN UNLAW PR,M
52727,GNSHW FL PRESENT FOTO ID,I
52728,GNSHW FL PRSNT FOTO ID PR,M
54166,UNRSTRAINED TOT:PARNT:VEH,I
54198,UNRESTRAINED TOT IN VEH,I
54199,UNBELTED TOT 4+:PARNT VEH,I
54523,TRNSPRT TOT-16 W/O RSTRNT,I
54627,OPERATE LIMO W/O EXITS,I
54628,FAIL UNLOCK LIMO:EMERGNCY,I
54380,HEADSET/ETC VIOL:VEH/BIKE,I
54332,SNOWTIRE/CHAIN VIO:POSTED,I
54205,TIRE TREAD DEPTH VIOL,I
26599,FAIL TO NOTIFY CORONER,M
29139,TAMP/ETC LOK/ETC:PROP:DED,M
52595,SELL/ETC F/ARM:PROHIB CLS,M
54516,TIRE N/CONFORMANCE W/REG,I
52583,SELL/ETC FIREARM TO MINOR,M
52729,DLR SELL/ETC F/ARM TO MNR,M
52581,SEL/LOAN/ETC F/ARM:S/CIRC,M
52495,SELL/ETC C/F/ARM/ETC:-AGE,M
52578,UNLIC SALE/TRAN/ETC F/ARM,M
52731,IMPRT/TRNSP F/ARM INTO ST,M
54214,SPEC VEH FENDER/ETC VIOL,I
54550,OPR VEH WITH TV VISIBLE,I
54413,OPR UNAUTH POLICE VEHICLE,I
54684,TOW TRK VIOL OF EQUIP REQ,I
54538,MOTORCYCLE SEAT VIOLATION,I
54577,SELL/USE SFTY HELMET VIOL,I
54606,DRV/PASS WEAR APRV HELMET,I
54200,MOTORCYCLE/ETC:HELMET VIO,I
54469,HIRE VEH/ETC:ID DSPL VIOL,I
54712,NME/TRDMK ON FOR-HIRE VEH,I
54708,FLR/DISP COMP NM PILOT CR,I
54709,FLR/DISP ID SIG PILOT CAR,I
54471,TOW TRK/ETC ID INFO VIOL,I
54713,VIS SIGN VEH LIQ PET/GAS,I
54335,EMERG EXIT VIO:VAN ICEBOX,I
52579,DLR VIOL SALE/ETC:FIREARM,M
52733,VIOL PRVT PRTY DLVR F/ARM,M
52734,VIOL DLR DLVR F/ARM REQ,M
54452,ODOMETER VIO:UNLAWFL ALTR,M
54546,ODOMETER:ADV RESET DEVICE,M
54223,VEHICLE BUMPER VIOLATION,I
54710,FLR/DISP RED WRN FLG PILT,I
54711,NONCOMP PILOT CAR DESIGN,I
52576,GIVE FALSE ID:F/ARM REG,M
52735,FURN FICT INFO F/ARM REG,M
52668,KNW FURN INCORR INFO REG,M
52736,OMIT REQ INFO F/ARM REG,M
54675,5TH WHL CONNECT DEVC REQ,I
54676,5TH WHL LOCKING DEVC REQ,I
54301,HITCH/ETC MOUNT VIOLATION,I
54511,TOW VEH:SAFETY CHAIN REQ,I
54686,INCORR COUPLING TOWED VEH,I
52637,MFG OF F/ARMS LICENSE REQ,M
52739,FLR PRVD RCRD MFG CLOSUR,M
52674,MFG/ASSMBL F/ARM DOJ REQ,M
52675,OWN F/ARM W/O SERIAL NUM,M
52676,SELL/TRANSFER MFG FIREARM,M
52677,NW RES POSS F/ARM W/O NUM,M
52678,KNWNGLY AID/ABT MFG F/ARM,M
52740,FURNISH FALSE INFO PERMIT,M
52621,MNR ILL POSS CONCEAL WPN,M
52503,MINOR ILL POSS LIVE AMMO,M
52425,CONV POSS/ETC F/ARM:SP PR,M
52673,CONV POSS/ETC F/ARM:SP PR,M
52742,POSS F/ARM BY CONV 273.5,M
52765,MISD CONV STRG:POSS F/ARM,M
52427,CONV PRSN POSS/ETC F/ARM,M
52434,CONV PRSN POSS F/ARM:U30,M
52429,PROHIB BUY/ETC F/ARM:ORDR,M
52430,PROHIB OWN/POS F/ARM:ORDR,M
31236,DISTRIBUTOR W/OUT LICENSE,M
52517,MFG/ETC AMMO FLECHET DART,M
52531,MFG/ETC BULLET W/EXPLOSIV,M
52594,SELL AMMO TO MINOR,M
52744,SELL HGUN AMMO PERSON -21,M
52599,SUPPLY/ETC AMMO:MINOR,M
52505,PROHIB OWN/ETC AMMO/ETC,M
52585,PROHIB GANG OWN/ETC AMMO,M
52600,FIRM SELL AMMO PROH PRSN,M
52745,SELL/ETC AMMO TO AGENT,M
52619,PROHIB AMMO SCHOOL GRNDS,M
52746,ILL/UNLIC SALE OF AMMO,M
52747,ILL BRING AMMO INTO STATE,M
52602,POSS ARMOR PENETRATE AMMO,M
52669,SELL 500+ AMMO W/I 30DAY,M
52748,VIOL AMMO VENDOR LIC REQ,M
52749,VIOL AMMO SALE INFO REQ,M
52750,VIOL VNDR ELEC SUBMIS REQ,M
52751,UNAUTH AMMO PURCHASE,M
52752,VNDR VIOL VERIF AMMO REQ,M
52753,VNDR VIOL 5 YR RCRDS REQ,M
52754,VNDR FLS ENTRY/INFO RCRDS,M
52755,REFUSE RCRD EXAM BY AUTH,M
52756,REFUSE PERMIT OF RECORD,M
52757,VNDR FAIL RPRT AMMO THFT,M
61039,FAIL/REFUSE FILE REPORT,M
26590,MAKE FRAUD REPORT TO DEFR,M
61026,SALE/ETC UNSTAMP/ETC CIGS,M
52511,ILL POSS ASSAULT WPN,M
52758,ILL POSS ASSAULT WPN -2,I
52567,POSSESS .50 BMG RIFLE,M
52759,ILL POSS .50 BMG RIFLE,I
52760,FAIL RELINQUISH SKS RIFLE,M
55234,DOG AT LGE:STOCK:INJ/DTH,M
54348,OPR FARM LABR VEH:NO CERT,M
54607,OPR LABR VEH W/SAFETY HAZ,M
54608,FRM LABR VEH:WOUT SEATBLT,I
26600,KNLY FAIL DISCLOSE FACT,M
52551,MFG/ETC UNCONVENTL PISTOL,M
54572,TRNSP 10/MORE USED TIRES,I
54125,TRNSP EXPLO W/O VALID LIC,M
52605,PROHIB PRCHS GUN W/O CERT,M
52762,SELL F/ARM W/O VALID CERT,M
52643,FALSE GUN SAFETY CERT,M
52763,FALSIFY F/ARM SAFETY CERT,M
52764,MFG UNSAFE HANDGUN,M
54488,VIOL HAZ MAT LIC DISP,M
54560,HAZ MAT:MTR CARR DIR TRAN,M
54440,TRANSPORT HAZ MAT W/O LIC,M
66079,CONSPIRE TO ENGAGE:HAZING,M
33052,WILFULY DISTURB SCH ZONE,M
53109,THREAT DISRUPTION W/CLASS,M
52561,MFG/ETC LG CAPACITY MAG,M
52642,MFG LRG CAP MAG CONV KIT,M
26612,BUY/ETC DIPLOMA/DEGREE,M
26613,CONSPIRE TO OBTAIN DEGREE,M
52541,MFG/ETC MULTI TRIGGER,M
66185,UNAUTHORIZED DUMPING,M
66188,VIOLATION OF POSTED COND,M
52513,MFG/ETC SHORT BARRL RIFLE,M
52559,MFG/SALE/POSS ZIP GUN,M
31294,CULT/RETAIL MARIJ W/O LIC,M
50188,REFUSE MARIJ INSPECTION,M
31295,FALSE TAX REPRT/MARIJ LIC,M
31296,VIOLATION MARIJUANA TAX,M
54400,CARRIER ORIG APP/FEE VIOL,M
54336,MOTOR CARRIER:NO APP/FEES,M
54489,CARRIER:OPR W/O CHP INSP,M
54390,FAIL COMPL:DRIVE HOUR/ETC,M
55179,VIO HAZ MAT TRNSP RUL/ETC,M
54554,COMMRCL VEH:EQUIP VIOL,M
54358,FT/COMPLY:INSPEC RULE/REG,I
54349,OPR CARRIER:NO ID NUMBER,I
54350,OPR COMERCL VEH:NO ID/REG,M
54629,TOWING VEHICLE W/O PERMIT,M
54630,RELEASE VEH TOW W/O PRMT,M
54559,OPR MCOP W/SUSP PERMIT,M
54694,VEH/LOAD EXCEDS WIDTH 102,I
54695,VEH PNEU TIRES EXCD WIDTH,I
54696,SPEC VEHICLE EXCEDS WIDTH,I
54470,PASNGR VEH LOAD VIOLATION,I
54697,VEH/LOAD EXCEDS HGT 14 FT,I
54698,BOOM/MAST NOT SECURE,I
54699,VEHICLE EXCEEDS LEN 40 FT,I
54692,OVERLENGTH - VEH COMBO,I
54700,TRUCK/TRLER EXCEED LENGTH,I
54701,VEH LD EXTNDS 3+ FT FRNT,I
54536,REAR PROJECTION VIOLATION,I
54126,VEH EXCEED WT LIMIT:1 AXL,M
54127,VEH EXCEED WT LIMIT:2+AXL,M
54702,GROSS VEH WGHT VIOL COMBO,I
54490,PERMIT VIOL:DISPLAY/ETC,M
54706,WRN SIG NOT RMVED W/O LD,I
54491,PERMIT:TERMS/ETC VIOL,M
54646,TRNSPRT XLOAD W/O PERMIT,M
54580,OFF HWY VEH DISPLY ID PLT,I
54337,OFF HWY VEH ID VIOL,I
54555,PROH OPR OFF RD VEH HWY,I
54617,UNLAWFUL DISPLAY ID PLATE,I
54575,UNLAWFUL VIOLATE SPEC REG,I
54215,OFF HWY VEH EXCEED SPEED,I
54322,VIOL 15MPH SPEED CAMP/ETC,I
54615,ILLEGAL MOVEMENT OF VEH,I
54556,UNSAFE TURNING MOVEMENT,I
54128,RECKLESS DRIVING OHV,M
54129,RECKLESS DRIVE OHV:W/INJ,M
29136,THROW SUBSTANCE AT OHV,M
29137,OPR OHV:DAMAGE LAND/ETC,M
54231,LITTERBUGGING FROM VEH,M
54561,ILLEGAL DUMPING,M
54480,HEADLAMP VIOLATION,I
54618,INADEQUATE BRAKE SYSTEM,I
54304,NO HELMET:ALL TERRAIN VEH,I
54411,PASSENGER VIO:ALL TERRAIN,I
54631,REC VEHICLE:ILLEGAL SEAT,I
54632,REC VEH:UNPROTECTED SEAT,I
54633,REC VEH:NO PASS HANDHOLD,I
54503,BICYCLE LIC ORDNCE VIOL,I
54457,UNLAW DIRCT DRV OPR/HWY,I
54610,"VIO 21701,21703,23103 IMG",M
54611,"VIO 21701,21703,23103 MNR",M
54235,ALTER/DSTRY PRKNG CITATON,M
54089,FAIL PROVIDE CDL/ID:AREST,X
54201,FAIL WRITEN PROMIS:ARREST,X
54092,FAKE SIGN:PROMISE APPEAR,M
54093,FAIL T/APPEAR:WRIT PROMIS,M
54094,FAIL TO PAY FINE VEH OPR,M
54315,FAIL COMPLY COURT ORD:VEH,M
54328,WARRANT:FTA VEH CODE VIOL,X
54521,FAIL TO APPEAR:WRITN PLEA,M
25081,FAKE SIGN:NOTE TO CORRECT,M
54130,FAIL PROVID PROOF CORRECT,M
55121,UNAUTH NON-AG BURNING,M
23144,UNAUTH REMOVL RECYCLABLES,M
54095,FAIL PAY COURT ORDER FINE,M
54096,FAIL ATEND TRAFFIC SCHOOL,M
66214,PROVIDE PLASTIC STRAW,I
62051,FALS AIR EMIS DOC:INT:DEC,M
26325,SMOG STA ISS INVALID CERT,M
26578,ASSUMED DEGREE N/CONFRD,M
33043,WILLFULL INTERFER W/CLASS,M
33044,DISRUPT CLASSWORK/ETC,M
38068,FAIL TO SEND CHILD TO SCH,I
38075,FAIL TO SEND CHILD TO SCH,I
38076,FAIL COMPEL MNR CONTIN ED,M
33017,SUSPENDED:COMMITTED ACT,I
31118,CREMATE/ETC GARBAGE/ETC,M
42098,FED REG:BOATING UNDER INF,M
31078,BUY/ETC FARM GOOD W/O LIC,M
34090,SELL/ETC ANIMAL IN PUBLIC,I
26266,CONTRIBUTE UND FALSE NAME,M
26274,OFCL INFL GOVT DEC F/GAIN,M
26603,ELE ST/GOV OFC:RECV $500+,M
26609,NO MASS MAIL:PUB EXP,M
66084,VIOL CSU MAINT/ETC RULES,M
66227,VIOL POLITICAL REFORM ACT,M
2053,AWOL:ABSENT PLACE OF DUTY,X
55257,FAIL NOTIFY CORNR:MED ATT,M
26401,ALT/ETC BRTH/ETC CERT/ETC,M
55277,TOBACO PROD:25FT:PLAYGRND,I
55278,DISP TOBACO WSTE:PLAYGRND,I
55279,RETALIATE:FOR COMPLIANCE,I
55292,NO TOBACCO:250FT YTH SPRT,I
55293,RETALIATE:FOR COMPLIANCE,I
35372,POS/MFG/ETC FAKE CNTL SUB,M
35373,GIVE FAKE CNTL SUB:MINOR,M
31186,FALSE/MISLEAD ADV:PRODUCT,M
31187,MFG/ETC FALSELY ADV PRODS,M
55205,ADV ADULTERATED/ETC PRODS,M
55197,CONCEAL DAMAGE/ETC:FOOD,M
55198,MFG/SELL/ETC ADLTRTD FOOD,M
55199,ADULTERATION OF FOOD,M
26504,REC/ETC ADULTERATED FOOD,M
55200,MISLEADING FOOD CONTAINER,M
55201,MFG/SEL/ETC MISBRAND FOOD,M
55268,UNLAW ADULTERATE DRUG/DEV,M
55244,MISBRAND DRUG/ETC:SEL/ETC,M
55204,UNCLEAN/ETC FOOD PROC EST,M
31188,OPR FOOD FACIL W/O PERMIT,M
31327,LATEX GLOVE IN FOOD FACIL,M
55202,IMPROP MFG/SERVE/ETC FOOD,M
55235,POTENTIAL HAZ:FOOD TEMP,M
55203,IMPROP PROTECT FOOD:CONTM,M
55276,FAIL KEEP FAC VERMIN FREE,M
55236,FOOD WASTE DISP/ETC VIOL,M
55237,FOOD FAC:SANITATION VIOL,M
55238,ANIMAL/ETC:FOOD FACILITY,M
55255,ADD SULFITE TO HAZ FOOD,M
55239,LIQ WASTE DISPOSAL VIOL,M
55240,FOOD FACILITY TOILET VIOL,M
55273,FAIL MAINT EQUIP/UTENSILS,M
55263,MOBILE FOOD FAC VIOL REQ,M
55241,MOBILE FOOD UNIT OPR VIOL,M
55271,FOOD FAC OPR VIOL REQUIRE,M
31259,OPR FOOD FACIL W/O PERMIT,M
55194,DUMP/ETC GARB:NAVIG WATER,M
55195,LOAD VES/DUMP GARB:WATERS,M
55196,DUMP/ETC WASTE/GARB/ETC,M
55280,NO SMOKE W/MINOR IN VEH,I
55191,VIOLATE QUARANTINE/ETC,M
55192,VIOL ISOLATION/ETC ORD:TB,M
55193,WILFUL EXPOSR:DISEASE/ETC,M
41061,POSS LIQUOR:TB HOSP/ETC,M
48146,FLSE INFO PUB OFF:ARTICLE,I
48147,LOITER TRANSIT FACILITY,I
55190,REFUSE INFO/EXPOSE/ETC:VD,M
55222,NO DOG LICENS:RABIES CNTL,I
55219,HIDE INFO:RABIES EXPOSURE,M
55220,VIO RABIES QUARANTINE/ETC,M
55264,TETHER/ETC DOG,I
55265,PERSON TETHER/ETC DOG,M
55289,SALE ANIMAL AT SWAP MEET,I
55290,SALE ANMAL SWAP MEET W/PR,I
62081,CA REG:RED SEA URCHIN:SZE,M
62191,CA REG:LOBSTER TRAP VIOL,M
62184,CA REG:TAK HERRING WO LIC,M
62073,CA REG:FISH ACTIVITY VIOL,M
62128,CA REG:FISH ACTY REC VIOL,M
62071,CA:TAKE GAMEBIRD/MAM:BAIT,M
62015,CA REG:SHOOT HRS:BIG GAME,M
62017,CA REG:DEER OUT O SEASON,M
62018,CA REGS:POSS ILLEGAL DEER,M
62014,CA REG ILEGAL TAKE RACOON,M
62078,CA REG:HUNT BOBCAT:NO LIC,M
62101,CA REG:HUNT VIO:GAME BIRD,M
62102,CA REG:HUNTING:WRONG SHOT,M
54557,CA REG:DRV VEH CARELESSLY,M
62157,CA REG:NO GLASS TARGETS,M
62164,UNLAW ENTR ECOLOG RESERVE,M
62178,CA REG:POS RESTRICTD SPEC,M
62009,CA REGS:HUNT/FISH W/O LIC,M
62166,CA REG:INVALID HUNT LIC,M
62169,CA REG:HUNT DEER W/O TAG,M
13205,SIMPLE ASSAULT:MAR JURIS,M
56039,PROHIBIT ACCESS TO CLINIC,M
25070,POSS/MFG/SELL U S ID/ETC,M
55214,POS C/SUB W/O PRESCRP/ETC,M
46037,ATTEMPT/CONSPIRACY:DRUGS,X
55251,IMPROP DISP USED OIL,M
4013,FR:LIVE/ETC FOREST:NO OK,M
4012,FR:ABANDN PROP:NAT FOREST,M
62085,FR:POS/LEAVE UNSANI LITER,M
62084,FR:PUT POLLUTANT:LAKE/ETC,M
55218,FEDERAL REGULATION:LITTER,M
48131,FED REG:THRET/ETC:FRST OF,M
48145,FED REG:PRO FLS INFO OFCR,M
48136,FED REG:INTRFR/ETC W/OFCR,M
4039,FED REG:INCITE LAWLES ACT,M
20049,FR:THROW SUBS CAUSE FIRE,M
62086,FR:GO & FAIL PUT OUT FIRE,M
54599,FR:OPR VEH:VIOL SPEED ETC,M
41064,FED REG:POSS ALC BEV:PARK,M
4040,FED REG:VIOL POSTED INST,M
4010,FED REG:REMOVE TIMBER/ETC,M
62074,FR:DIG/INJ/ETC ARCH AREA,M
62190,FR:USE ROAD:RESTRICD LAND,M
4014,AWOL:SERVICES,X
55284,REMOVE HUM REMAIN NON CEM,M
3065,FAIL CARRY ALIEN REG CERT,M
26152,CA REG:USE ST PARK:NO FEE,M
62095,CA REG:POSS/ETC PLANT/ETC,M
62159,CA REG:LITTERING A UNIT,M
62092,CA REG:FIRE NOT IN STOVE,M
62185,CA REG:DOG LEASH REGULATN,M
62186,CA REG:NO DOGS POSTD AREA,M
62119,CA REG:POSS WPN/TRAP/ETC,M
62189,CA REG:SANITATION VIOL,M
62077,CA REGS:VIO POSTD ORD/ETC,M
62130,REG:PARK/REC:USE PERIODS,M
66179,CA REG:NO SOLICITING/SELL,M
62122,C/REG:OP/ETC VEH OFF ROAD,M
62120,CA REG:CAMPING VIOLATION,M
62145,CA REG:CAMPING FEE VIOL,M
62149,CA REG:FAIL VACATE CAMP,M
62161,CA:OPR BOAT EXCESS SPEED,M
62138,C/REG:PRSNL FLOT DEV VIOL,M
62153,CA REG:FIRE EXTING VIOL,M
62168,CA REG:NEGLIGENT OPERATOR,M
32088,TRESPAS MILITARY ETC/PROP,M
50154,OBSTRUCTION OF MAIL,M
58029,UNLAWFUL TRANSPT CONTRBND,M
50136,VIOLATE PROBATION:MISD,X
50142,PROBATION VIOL:FEDERAL,X
13039,ASSAULT & BATTERY,M
13077,ASLT/BATT PEACE OFR/ETC,M
35395,FED REG:POSS CONTROLD SUB,M
4016,INTRFR/ETC:FAIR HOUSE RTS,M
4062,FR:DR OFF RD VEH UNDR INF,M
53112,FR:NONCOMP:CLOSR PUB LAND,M
66190,CA REG:VIOL SOLICITATION,M
66158,CA REG:NON-AFF CONSM ALCH,M
66159,CA REG:VIOL APP GATHERING,M
66160,CA REG:VIOL APP STRUCTURE,M
66161,CA REG:VIOL APP AMP SOUND,M
66162,CA REG:UNAUTH CAMP UNV PR,M
66163,CA REG:VIOL COMM ACTIVITY,M
66164,CA REG:VIOLATE CURFEW,M
66165,CA REG:BRING DANGER MATRL,M
66166,CA REG:VIOL ANIMAL RULES,M
66167,CA REG:VIOL FIRE SAFETY,M
66168,CA REG:VIOL NUDITY:UNV PR,M
66169,CA REG:VIOL PASSAGE UNIV,M
66170,CA REG:KNWLY INTF UNV EMP,M
66171,CA REG:LINGER ON UNV PROP,M
66172,CA REG:UNV FAC NOT PUBLIC,M
66173,CA REG:REMOVE RECYCL ITEM,M
66174,CA REG:URINAT/DEF UNV PRP,M
66175,CA REG:MASK W/INT INTIMID,M
66176,CA REG:DISTRB PLANT/WLDLF,M
66177,CA REG:NON-AFF SIGN VIOL,M
66178,CA REG:NON-AF POS DNG WPN,M
23089,THFT/PTY THFT MERCHANDISE,M
3,IN CUSTODY ARREST,X
65000,LOCAL ORDINANCE VIOL,M
65002,LOCAL ORDINANCE VIOL,I
66200,DNA PALM COLLECT:NO ARR,X
89006,DRUG REGISTRANT/11850 H&S,X
66201,HOUSED FOR ANOTHER STATE,X
