CDS Code,Offense Description,Offense Level
57042,POST AP OFCL HOME ADD:GBH,M
57043,POST AP OFCL HOME ADD:GBI,M
57044,POST AP OFCL HOME ADD:GBI,F
31239,UNLAWFUL PROV LEGAL SERVS,M
31283,REG REQ:DISBAR/SUSP LAWYR,M
55243,VENT:WRKPLACE:SMOKING VIO,I
31240,FAIL TO PROVIDE CONTRACT,M
31241,LEGAL DOC ASST/UDA VIOL,M
55242,SERIOUS VIOL:STANDARD/ORD,M
31151,VIO:CAUS EMP DETH/IMPRMNT,M
61031,UNFILED QUARTERLY TAX RET,M
61024,FAIL TO FILE TAX RETURN,M
61040,FAIL FURNISH REQRD RETURN,M
46040,SOLICIT HS ACTS W/PR,M
46042,SOLICIT COMPUTER CRIME,M
46043,OFFER SOLICIT COMPTR CRM,M
36266,SEXUALLY VIOLENT PREDATOR,X
57047,DISCLS VIC ID INFO:ATTNY,M
57048,DISCL VIC ID INFO:DCR EMP,M
61022,FAIL PLACE SECURITY TAX,M
26289,FILE FALSE CERT OF REG,M
26290,FLSE USE:ENG/ETC TITL/ETC,M
66228,LESSEE FL COMPLY DEADLINE,M
26308,ADV AS CONTRACTOR W/O LIC,M
26250,FRAUD:USE CONTRCTOR LIC #,F
31130,CONTRACTING W/O LICENSE,M
31298,CONTRACTING W/O LICENSE,M
31299,CONTRACTING W/SUSPND LIC,M
31257,UNL CONTRCTR:DUR ST EMERG,F
31258,UNL CONTRCTR:DUR ST EMERG,M
31249,UNLIC CONTRCTR F/COMPLY,M
55127,REMOVE HUMAN REMAIN:UNLAW,F
55042,MUTILATE/ETC GRAVE REMAIN,F
55143,DEP/ETC HUM RMAIN NOT CEM,M
55043,UNAUTH REMAINS REMOVAL,M
55266,FAL PRFORM INTERMNT DUTIE,M
62181,POSS UNLAWFUL DAILY LIMIT,M
62041,SALE/ETC SPORT FISH/ETC,M
31304,UNLIC CONTR VIOL WRK COMP,M
62064,FAIL POS/ETC LIC:FISH/ETC,I
26363,VRFY/ETC FALS/ETC TAX RET,M
31176,HOME IMPROV SELLER NO REG,M
61027,EVADE/ETC SALES/USE TAX,F
31056,CONTRCTR VIO HM IMPR CONT,M
31113,CONTRCTR REQ EXCESS $DOWN,M
31284,MISREPRSNT $ HOME IMPROVE,M
31100,COSMETOLOGY/ETC W/O LIC,M
49045,AID ESCAPE FROM ST HOSP,F
62195,POSSESS/SALE/ETC STURGEON,M
31217,REPOSSESS W/O VALID LIC,M
31153,REPO WORK W/O VALID REG,M
31051,ENGAGE BUSINESS:W/O LIC,M
26291,FALSE USE PI/ETC LICENSE,M
31181,PI CONDCT BUSINES W/O LIC,M
53133,GUARD FAIL POS F/ARM CARD,M
31218,FAIL CRRY ON DUTY:VAL REG,M
62065,OPR W/O COMRCIAL FISH LIC,M
62066,FISH W/O COM LIC:NONRES,M
62080,COMERCL FISHER W/O CDL/ID,M
62093,FAIL POS COM FISH LIC/ETC,M
62070,TAKE SALMON W/O COM STAMP,M
62069,VIO:SHOW/ETC COM BOAT REG,M
62076,FISH REC VIO:COMM/PASENGR,M
62129,FAIL COMPLT LANDING RECT,M
62062,COMM FISHER TRNSP LIC VIO,M
62083,NO LANDNG REC:COMRCL FISH,M
52265,SELL/ETC D/WPN:MNTL PERSN,F
52243,SELL/ETC F/ARM:MENTL PRSN,F
52275,POS/ETC F/ARM/DW:MDO PRHB,F
52218,WPN RESTRICTION:MNTL PRSN,F
52767,WPN RESTRICTION:MNTL PRSN,F
52768,WPN RESTRICTION:MNTL PRSN,M
52654,F/A ETC RSTRCTN:MNTL -5YR,M
52655,F/A ETC RSTRCTN:MNTL -5YR,F
26619,NOTARY ACT:W/INT DEFRAUD,F
62058,INJ/ETC SPEC SMALL SALMON,M
26583,FRAUD:REP AS A NOTARY PUB,M
26584,FRAUDULNT ADV AS A NOTARY,M
26585,PURPORT AS NOTARY PUBLIC,M
26586,NON-DULY NOTARY:MORTGAGE,F
62196,SPINY LOBSTER -3.25 INCH,M
62043,TAK/ETC -SIZE DUNGNS CRAB,M
62088,TAKE SWORDFISH W/O PERMIT,M
62148,DIST 10:SQUID VIOLATION,M
31159,PRAC PEST CONTROL W/O LIC,M
62050,USE/ETC NET/ETC:TAKE FISH,M
62134,UNLAW USE OF PURSE SEINE,M
62171,ILLEGAL SIZE NET USED,M
65001,EMERG CURFEW VIOLATION,M
66073,STATE OF EMERGENCY VIOL,M
66215,KNWLY CAUSE OIL SPILL WTR,F
66216,KNWLY FAIL CONTGNCY PLAN,F
62032,TAKE SALMON/ETC:GILL NETS,M
62033,SELL FISH TAKEN BY GILNET,M
26591,VIOL ENDOWMENT CARE PROVI,M
54512,DLR SURRENDER LICENSE,M
54081,REG/ETC VEH FOREN JURSDTN,M
39053,SELL/ETC LOTRY TKS TO MNR,M
62135,TAMPER W/MARKED TRAPS,M
62094,FISHING LINE BUOY VIOL,M
62099,FISH/LINE VIOL:SPEC DIST,M
53125,CRIME AGAINST LEGISLATURE,M
26635,LEG USE AUTH TO INTERFERE,M
26636,RETAL AGNST LEGIS EMP,M
54667,COMMERC VEH WGHT FEES DUE,I
54619,FAIL TO DISPLAY WGT DECAL,I
54334,FAIL TO REP WT ALTER/ETC,I
54393,OPR UNDOC VES W/O NUMBERS,I
54394,UNDOC VES FAIL DISPL #,I
54444,IMPROPER #:UNDOC VESSEL,I
31138,AUTO REPAIR DLR LIC VIOL,M
31038,INVOICE FRAUD,M
31160,EST/ETC VIOL:AUTO REPAIR,M
66230,VIOL AUTO REPAIR ACT,M
31286,ADV FEE/SECURE LOAN,M
31116,ACT/ETC RELATR/ETC:NO LIC,M
31273,ID FRAUD:EXAMINATION/APPL,M
31195,FALSE ADV/ETC:RENTAL LIST,M
31196,REFER FALSE/ETC RENTALS,M
31194,RENTAL BUSINES:NO LICENSE,M
31035,VIOL/ETC REAL ESTATE REGS,F
31185,SEL SUBDIVISION NO PERMIT,F
52309,USE/POS PROHIB WPN:REFUGE,M
62060,CATCH/ETC FISH/ETC:REFUGE,M
62067,POS/ETC MARINE LIFE:RFUGE,M
48095,FALSE RPT VEH THEFT,M
48054,FALSE REP THEFT TO DECEIV,I
26072,ALTER VEH ID NUMBERS,M
26077,POS/ETC VEH W/ALTERED NBR,M
26220,POSS/ETC MFG ID/DEFRAUD,F
26270,SELL/ETC GOVT/ETC ID#:DEF,F
26306,OWN/ETC CHOP SHOP,F
26307,ALTER/ETC VEHICLE ID NBR,F
26310,BUY VEHS:ID REM:SELL/ETC,F
26311,POSS VEHS:ID REM:SELL/ETC,F
24054,VEHICLE THEFT,F
24067,TAKE VEH W/O OWNER CONSNT,M
24065,TAKE ONCALL EMERG/ETC VEH,F
24066,TAKE VEH:NO CNSNT:SPEC PR,F
23066,THEFT OF BINDER CHAINS,M
29050,TAMPER WITH VEHICLE,M
29051,MALICIOUS MISCHIEF TO VEH,M
29052,BAILEE TAMPER W/VEHICLE,M
27050,EMBEZZLE RENTED VEHICLE,F
27054,EMBEZZLE LEASED/RENTD VEH,M
26176,FRAUD TO OBTAIN AID,M
26169,FRAUD:MULTIPLE AID CLAIMS,F
26165,FRAUD TO OBTAIN AID -$4OO,M
26164,FRAUD TO OBTAIN AID $400+,F
26508,FRAUD:OBTAIN AID $400+,M
26177,FOOD STAMP PROGRAM VIOL,F
26331,USE/ETC ALTERD FOOD STAMP,F
26194,FOOD STAMP PROGRAM VIOL,M
26178,FOOD STMP PROG VIOL $400+,F
26509,FOOD STAMP PROG VIO $400+,M
26355,UNFILD NOTE:SELL/ETC:RLTY,F
31036,SELL W/O PUBLIC REPORT,F
31161,REAL ESTATE SALE/ETC VIOL,F
31152,FALSE/ETC ADV:REAL ESTATE,F
26083,FALSE ELIGIBLE STATEMENT,F
26515,RUN/ETC DRIVE SCH W/O LIC,M
35347,SELL/ETC SPEC SUB:MINOR,M
35348,MINOR ILL POSS SPEC SUB,M
35384,SELL EPHEDRN/ETC:ILL AMT,M
35339,FAIL RPT:SPEC SUB:O-O-S,M
35340,FURN 11100(A)HS SUB F/MFG,F
35386,REC/ETC WIT EVADE RPT REQ,M
35330,POSS ARTICLS:MFG CNTL SUB,M
35322,SEL/ETC CNTL SUB W/O PERM,M
35323,SEL/ETC CNTL SUB W/O PERM,F
55232,SELL CHEM:BUYER NO ID/ETC,M
31204,NO BUYER/SOURCE RECS:CHEM,M
31205,MFG/ETC NOT KEEP CHEM REC,M
31190,VIOL:UNSAFE DRIVE SCH VEH,M
50089,FURNISH RECORD ILLEGALLY,M
50147,UNAUTH RECEIVE RECORD/ETC,M
31154,VEND/ETC ILL FURNISH INFO,M
35100,WRITE UNAUTH PRESCRIPTION,M
35307,PRESC BY UNLICENSED PERSN,M
35101,NONCONFORM PRESCRIPTIONS,F
35242,ISSUE ILLEGAL C/SUB PRESC,F
35283,PRESCRIBE CNTL SUB,F
35302,SLICIT/ETC PRESC CNTL SUB,F
35104,ILLEGAL CNTL SUB PRESCRIP,F
35105,GIVE CNTL SUB TO ADDICT,F
35106,ISSUE FALSE PRESCRIPTION,M
35370,ISS FALSE/ETC PRESCRIPTN,F
35246,FAIL TO KEEP DRUG RECORD,M
55304,PRACT FL RPRT F/ARM INJ,M
55305,PRACT FL RPRT ASSLT INJ,M
35333,PRAC FAIL CALL:WOUND/ETC,M
35334,PRAC FAIL WRITE:WOUND/ETC,M
55306,PRACT FL NTFY LE EXPIRED,M
35335,UNAUTH POSS PRESC BLANKS,M
35266,CNTRFEIT PRESCRIP BLANKS,F
35267,POSS FAKE PRESCRIP BLANKS,M
35405,ATT OBTAIN CNT SUB PRESCR,M
35248,FILL OUTDATED/ETC PRESCRI,M
35371,FILL OLD/ETC C/SUB PRESC,F
55267,MNDT RPTR FAL RPT INCDNT,M
55307,VIOL CONFID MANDATED RPTR,M
35108,CNTL SUB FOR SELF USE,M
35109,PRESCRIBE CNTL SUB VIOL,M
35225,ALTER PRESCRIPTION DATE,M
38062,FAIL REPORT CHILD ABUSE,M
35178,OBTAIN CNTL SUB BY FRAUD,F
35387,OBTAIN CNTL SUB BY FRAUD,M
35149,FALSE STATEMENT:PRESCRIP,F
35150,REP AS DR/ETC:GET C/SUB,F
35151,FALSE LABEL ON CNTL SUB,F
35456,FALSE LABEL ON CNTL SUB,M
35111,FALSE NAME:GET CNTL SUB,F
35112,POSS/ETC NONCONFOR PRESC,M
35191,GET CNTL SUB:N-CONF PRESC,M
35192,ILL C/SUB PRESC:OBT C/SUB,M
35303,POSS CNTL SUB W/O PRESC,M
35241,FAIL KEEP CNTL SUB RECORD,M
31155,UNLAWFL PLACE OF SALE:LIQ,M
35341,UNAUTH FIL/ETC C/SUB PRSC,M
35116,UNAUTH NARCOTIC CENTER,M
40040,BLDG USED F/ILL GAMBLING,M
40041,BLDG USED AS ILL BATHHSE,M
26361,FALSE INFO:ANUL AID ALLOT,M
39037,SOLICIT VISIT TO GAMB SHP,M
39335,SLCIT TO CRAFT GAMBL SHIP,M
39336,TRANSPORT TO GAMBLE SHIP,M
39337,TRANSP TO CRAFT GMBL SHIP,M
54383,VEH VERFIER FAIL KEEP REC,I
39338,VIOL OF ORD FOR ABATEMENT,I
39339,VIOL OF ORD FOR ABATEMENT,M
31199,APRAISE FED REALTY:NO LIC,F
31200,UNLIC APPRAISE FED REALTY,M
35152,POSSESS NARCOTIC CNTL SUB,F
35422,POSSESS NARCOTIC CNTL SUB,M
35229,POSSESS METHAQUALONE/ETC,F
35398,POSSESS MECLOQUALONE/ETC,M
35276,POS/PUR F/SALE NARC/C/SUB,F
35254,POSS/PUR COKE BASE F/SALE,F
35154,TRANSP/SELL NARC/CNTL SUB,F
35294,TRANS/SELL NARC BTWN CNTY,F
35382,DISP/ETC DANG DRUG/DEVICE,M
35155,SOLICT/ETC MNR:C/SUB/NARC,F
35304,HIRE/ETC MNR SEL/ETC CS/N,F
35329,SEL/ETC CNTL SUB/NARC:MNR,F
35325,ADL SUP MNR C/SUB:SCH/ETC,F
35275,GIVE CNTL SUB TO MNR U/14,F
35157,MINOR GIVE MINOR CNTL SUB,F
35122,SELL/ETC IN LIEU:CNTL SUB,F
35332,SELL/ETC IN LIEU:CNTL SUB,M
35179,POSS CONCENTRATE CANNABIS,F
35383,POS CONCENTRATED CANNABIS,M
35429,POSS MARIJUANA 28.5- GRMS,I
35430,POSS MARIJ OVER 28.5 GRAM,I
35431,POSS MARIJ OVER 28.5 GRAM,M
35432,POSS MARIJUANA SCHL GRNDS,M
35433,POSS MARIJUANA SCHL GRNDS,I
35420,POS SYNTHETIC CANNABINOID,M
35427,SEL SYNTHETIC CANNABINOID,M
35428,POS SYNTHETIC CANNABINOID,I
35125,PLANT/ETC MARIJUANA,F
35434,CULTIVATE MARIJ UNDER 18,I
35435,CULT MARIJ -6 PLANTS/-21,I
35436,CULTIVATE MARIJ 6+ PLANTS,M
35437,CULT MARIJ 6+ PLANTS W/PR,F
35127,POSS MARIJUANA FOR SALE,F
35450,POSS MARIJ SALE UNDER 18,I
35451,POSS MARIJUANA FOR SALE,M
35452,POSS MARIJ FOR SALE W/PR,F
35453,EMPLOY IND -21 SELL MARIJ,F
35215,SELL MARIJUANA,F
35446,SELL/TRNSP/ETC MARIJUANA,I
35447,SELL/TRNSP/ETC MARIJUANA,M
35448,SELL/TRNSP/ETC MARIJUANA,F
35449,TRANPRT/ETC MARIJ 28.5GRM,I
35167,SELL MARIJUANA TO MINOR,F
35255,FURNISH MINOR W/MARIJUANA,F
35454,POSS MARIJ DRIVE/RIDE VEH,I
55291,SMOKE MARIJ WHILE DRIVING,M
35438,SMOKE/ING MARIJ PUBLIC PL,I
35439,SMOKE MARIJ TOBACO PROHIB,I
35440,SMOKE/POSS MARIJ SCHL/YTH,I
35441,SMOKE/POSS MARIJ SCHL/YTH,M
35443,USE SOLVNT NO LIC/CANABIS,F
35444,VIOL OF PERSONL CULTIVATN,I
35445,VIOL OF PERSONL CULTIVATN,I
35421,QUAL PATNT POS 8+ OZ MARJ,M
35132,PLANT/GROW/PROCESS PEYOTE,F
35133,CNTL SUB PARAPHERNALIA,M
35402,POSS UNLAW PARAPHERNALIA,M
35423,POSS UNLAW PARAPHERNALIA,M
35418,POSS UNLAW PARAPHERNALIA,M
35309,SELL/ETC DRUG PARAPH:-18,M
35310,BUS LET -18 SEE DRUG PARA,M
35222,DELIVER/ETC DRUG PARAPHNL,M
35342,MFG DRUG PARA:INT:DEL/ETC,F
35336,DEL/ETC DRUG PARAPH MINOR,M
35320,VISIT WHERE CNTL SUB USED,M
35337,KEP PLACE:SEL/ETC N/C/SUB,F
35385,KEP PLACE:SEL/ETC N/C/SUB,M
35258,RENT/ETC:SEL/ETC CNTL SUB,F
35455,RENT/ETC:SEL/ETC CNTL SUB,M
35263,RENT ROOM:SELL CNTL SUB,F
35259,USE ROOM TO SELL CNTL SUB,F
35344,SELL DRUG/ETC:ILL MFG/ETC,F
35331,USE/ETC CMPRTMNT:CNTL SUB,F
35328,BLD FALS BOX:VEH:CNTL SUB,F
35136,FORGE NARCOTIC PRESCRIP,F
35399,FORGE NARCOTIC PRESCRIP,M
35324,POSS CNTL SUB WHILE ARMED,F
35410,PR C/S CONV:11351-11352HS,X
35411,PR C/S CONV:11378.5-11383,X
35412,PR C/S CONV:11378-11379HS,X
35298,POSS $ FROM SALE CNTL SUB,F
26387,REC/ETC/CNCL/ETC $+:C/SUB,F
35338,CONCL/ETC PROFT/ETC:C/SUB,F
35350,TRNS/ETC/HID/ETC $+:C/SUB,F
35185,PRESCRIP VIOL:INDUCE MINR,F
35237,OBTAIN CNTL SUB:USE MINOR,F
55114,ILL DISP HAZ C/SUB/WASTE,F
35401,POSS F/SALE DES CNTL SUB,F
35426,POSS F/SALE DES CNTL SUB,M
35392,POSS CNTL SUB W/O PRESCRP,M
35419,SELL/DIST SYNTH STIM COMP,M
35172,POSS CONTROLLED SUBSTANCE,F
35353,POSSESS CNTL SUB,M
35397,POSS CNTL SUB:N/PRIOR CON,M
35415,UNLAW POSSESS KETAMINE,M
35138,POSS CNTL SUB FOR SALE,F
35200,PHENCYCLIDINE/ETC F/SALE,F
35139,TRANSP/ETC CNTL SUB,F
35175,TRANSP/ETC CNTL SUB,F
35295,TRANSP/ETC F/SALE C/SUB,F
35326,POSS F/SALE/SELL CNTL SUB,F
35285,TRANSP/ETC PHENCYCLDN/ETC,F
35345,PHENC/ETC:SEL/ETC BTWN CO,F
35244,MFG/ETC CNTL SUB,F
35264,OFFER TO MFG/ETC CNTL SUB,F
35176,USE/ETC MNR VIO C/SUB ACT,F
35141,SELL/ETC IN LIEU:CNTL SUB,F
35390,SELL/ETC IN LIEU:CNTL SUB,M
35206,POSS SUB:INT:MFG METH/ETC,F
35207,POSS SUB:INT:MFG PCP/ETC,F
35351,POS EPH/ETC:MFG METH/ETC,F
35352,POS ACID/ETC:METH/ETC,F
35290,POSS PRECURS:MFG CNTL SUB,F
35393,POSS CHEM INTENT MFG METH,F
35404,POSS CHEM INTENT MFG METH,F
35414,POSS W/INT/KNOW:MFG METH,F
35406,POSS/ETC CHEM:MFG METH,F
35257,CUL SPR/MSH/ETC:PRO C/SUB,F
35265,TRN/ETC SPR/MSH/ETC C/SUB,F
35413,TRS/ETC SPR/MSH/ETC C/SUB,M
16011,TERIZ:PLACE SYM:PRIV PROP,M
16041,TERRORIZE:HANG NOOSE,M
16014,TERIZ:PLACE SYM:PROP W/PR,F
16042,TERIZ:PLACE SYM:PRIV PROP,M
16019,TERROR:BURN/ETC CROSS/ETC,F
16020,TEROR:BURN/ETC CROSS/ETC,M
16043,TERIZ:PLACE SYM:PROP W/PR,F
16044,TERROR:BURN/ETC CROSS/ETC,F
16045,TERROR:BURN/ETC CROSS/ETC,M
56024,THREAT RIGHT OF RELIGION,F
16008,USE EXPL DEV TO TERRORIZE,F
16017,HARAS CHILD:GUARDIANS EMP,M
16047,HARAS CHLD:PARNT EMP W/PR,M
16034,POS/ETC WPN OF MASS DEST,F
16035,POS WPN OF MASS DEST W/PR,F
16026,USE WPN MS DEST:INJRY/ETC,F
16036,USE WPN MASS DEST:W/GBI,F
16037,USE WPN MS DEST:FOOD/WATR,F
16038,USE WPN MS DEST:ANML/CROP,F
16029,USE WPN MAS DEST:NATL RES,F
16039,CREATE NEW/ETC:WPN MS DST,F
16040,NEW WMD:DAMAGE WATER/ETC,F
16032,MAIL FALSE WPN MASS DEST,M
16033,MAIL/ETC:FLSE WPN MAS DES,F
16022,THREAT/ETC W/WPN MAS DEST,M
16023,THREAT/ETC W/WPN MAS DEST,F
16025,POSS REST BIOLOGICAL AGNT,F
53123,ILL ASEMB:PARMIL:WPN PRAC,M
53153,TEACH USE F/ARM CVL DSORD,M
35378,OFCL NOT DSTROY C/SUB/ETC,M
26324,MISUSE/ETC CHILD SUPPORT,M
26085,FRAUD:OBTAIN AID,M
26154,CLAIM AID:FALSE ID ENTLMT,F
26088,OBTAIN AID BY FRAUD,M
26094,OBTAIN AID BY FRAUD,F
26158,OBTAIN AID:FLSE ID ENTLMT,F
31030,DISMANTLE VEH W/O PERMIT,M
31132,DISMANTL VEH W/O NOTE:DMV,M
35349,LOITR PUBLIC:ILL DRUG ACT,M
35143,UNDER INFLUENCE CNTL SUB,M
35212,UNDER INFLUENCE CNTL SUB,M
35293,USE CNTL SUB:POSS FIREARM,F
66136,VIOLATE ABATEMENT ORDER,M
89014,REG OF CONTRL SUB OFFENDR,X
35145,CNTL SUB OFFENDER NOT REG,M
31032,UNAUTH DEALER/ETC:W/O LIC,M
26075,ILLEGL ACTS BY DEALER/ETC,M
26305,UNLAW ACT VEH DEALER/ETC,M
26549,DLR DELIVER ILLEQUIP VEH,M
26552,DLR MISUSE/ETC:SPEC PLATE,M
26589,DLR DISPLAY VEH SALE VIOL,M
26516,FALSE ADV/BUS PRACTIC:DLR,M
26517,MFGR/ETC COERCE/ETC DLR,M
26518,FALSE REP VEH YEAR MODEL,M
26519,DLR SELL VEH NO ENGIN TAG,M
54598,MFG FAL MNT REG SPEC PLT,M
54484,DLR FAIL COMPLY:AGREEMENT,M
26375,GET WK COMP INS:LOW RATE,F
31033,ACT:VEH SALEPERSON NO LIC,M
54365,LEND VEH SALES LICENSE,M
54366,UNAUTH DUP/ETC SALES LIC,M
26312,FRAUD:GET INS REDUCD RATE,F
26547,FRAUD OBT INS:REDUCE RATE,M
62005,HUNT IN VIOL OF 12150 FG,F
52347,MFG/ETC UNDETECT KNIVES,M
52222,POSS SHORT BAREL GUN/RIFL,F
62105,TAKE WILDLIFE FOR CMRCIAL,M
62197,TAKE FISH PROT MARNE AREA,M
31275,HINDER/OBSTRUCT SEALER,M
50132,FTA WRITEN PROMISE:FG CHG,M
52009,POSS/MFG/SEL DANG WPN/ETC,F
52096,POS/MFG/SELL DANG WPN/ETC,F
52281,POS/MFG/SELL DANG WPN/ETC,M
52330,MFG/SELL/POS DANG WPN/ETC,M
52331,MFG/SELL/POS DANG WPN/ETC,F
52332,MFG/SELL/ETC:MAGAZINE,M
52333,MFG/SELL/ETC:MAGAZINE,F
52334,CC/EXPLOSIVE SUBSTANCE,M
52335,CC/EXPLOSIVE SUBSTANCE,F
52336,CARRY CON/DIRK OR DAGGER,M
52337,CARRY CON/DIRK OR DAGGER,F
52361,MFG HARD PLASTIC KNUCKLES,M
52404,MFG HRD PLST/WOOD KNUCKLE,M
52410,POSS COMPOSITE KNUCKLES,M
52411,POSS COMP/WOOD KNUCKLES,M
52198,AD UNLAWFUL WEAPON/ETC,M
31219,MARK FLS WEIGHT ON CONTNR,M
52120,FELN/ADD/ETC POSS FIREARM,F
52140,FELON/ADDCT/ETC POS F/ARM,F
52232,FELON/ETC POSS FIREARM,F
52182,CONV PERSN POSS/ETC F/ARM,F
52201,CNVIC POS/ETC F/ARM:SP PR,F
52282,CONVC POS/ETC F/ARM:SP PR,M
52390,CONV PERSN POSS/ETC R/ARM,F
52391,CONV PERSN POSS/ETC F/ARM,M
52210,CONV PERS POSS F/ARM U/30,F
52392,CONV PERS POSS:F/ARM U/30,M
52315,PROHIB BUY/ETC F/ARM:ORDS,F
52316,PROHIB BUY/ETC F/ARM:ORDR,M
52317,PROHIB OWN/ETC F/ARM:ORDS,M
52181,POS F/ARM VIOL:MURDER/ETC,F
52306,POS/ETC F/ARM:SPEC FELONY,F
31162,SEL COMOD:GROS WEIGHT/ETC,M
52250,CARRY LOAD F/ARM:COMT FEL,F
52348,CARRY LOAD F/ARM:COMT FEL,M
31053,PACKAGING AND SALE FRAUD,M
52258,POSS DEADL WPN:COMIT ASLT,M
52376,CARRY CONCEALED WEAPON,F
52212,CCW IN VEH W/PR FEL CONV,F
52215,CCW IN VEHICLE,M
52213,CCW ON PERSON W/PR CONV,F
52214,CCW ON PERSON,M
52292,OCUPANT CCW VEH:SPEC CIRC,F
52323,OCUPANT CCW VEH:SPEC CIRC,M
52298,CCW IN VEH W/PR FEL CONV,F
52300,CARRY CONCEALD STOLEN WPN,F
52297,CCW:CRIM ST GANG:ACTIVE,F
52296,CCW:PROHIB/UNLAWFUL POSS,F
52365,CCW:WITH SPECIFIC CONV,M
52366,CCW:W/SPECIFIC CONVICTION,F
52345,CCW ON PERSON:LOADED,M
52364,CCW ON PERSON/LOADED,F
52367,NOT REG OWNER OF WPN,M
52204,CRRY LOAD F/ARM PUB PLACE,M
52277,CARY LOAD F/ARM:PUB:S/CIR,F
52301,CARRY LOAD F/ARM:PR FEL,F
52302,CARRY STOLEN LOADED F/ARM,F
52286,GANG MEMB:CLF/ARM:PUB/ETC,F
52307,C/LOADED F/ARM:PROHIB/ETC,F
52308,CARRY LOAD F/ARM:SPEC PRS,F
52420,CARRY LOAD F/ARM:SPEC PRS,M
52320,CC/LOAD F/ARM:NOT REG OWN,F
52321,CCLF/ARM:NOT REG OWNER,M
52412,CC/LOAD H/GUN:NOT REG OWN,F
52413,CCLOAD HNDGUN:NOT REG OWN,M
52172,CARRY/BRING F/ARM TO VEH,M
52179,DRIVR SHOOT FIREARM F/VEH,F
52178,SHOOT AT PERSON FROM VEH,F
52180,ILLEGAL SHOOTING FROM VEH,F
52202,CRMNL STORE F/ARM:1ST DEG,F
52203,CRMNL STORE F/ARM:2ND DEG,M
52310,ALOW CHILD ACCES TO F/ARM,M
52370,F/ARM ON PREM:CHILD ACCES,M
52251,MASKD CRMNL POS F/ARM:PUB,F
52328,FALS STATMNT:APLY WPN LIC,M
52259,SELL/ETC FIREARMS W/O LIC,M
52195,SELL FIREARM TO PROHIBTED,F
52266,GIVE/ETC F/ARM:PROHIB CLS,F
52362,SELL/ETC F/ARM:PROHIB CLS,M
52271,SELL/ETC FIREARM TO MINOR,F
52363,SELL/ETC FIREARM TO MINOR,M
52284,SEL/LOAN/ETC F/ARM:S/CIRC,F
52285,SEL/LOAN/ETC S/CIRC F/ARM,M
52287,SELL/ETC FIREARM:-AGE/ETC,F
52288,SELL/ETC C/F/ARM/ETC:-AGE,M
52318,UNLIC SEL/TRNS/ETC CF/ARM,F
52319,UNLIC SEL/TRAN/ETC CF/ARM,M
52278,GIVE FALSE DATA:F/ARM REG,M
52393,GIVE FALSE ID:F/ARM REG,F
52264,DLR VIOL SALE/ETC:FIREARM,M
55166,SELL/ETC EXPLOSIVE TO MNR,M
52414,FLS ID/INFO ON CLEFFL,M
52415,DLR IMPRT NON CFLD/CLEFFL,M
52050,FIRE GUN NEAR EXPLO PLANT,M
52230,MFG EXPLOSIVES PROHIBITED,M
52051,FAIL TO REPORT EXPLO LOSS,M
52052,ABANDON EXPLOSIVES,M
55167,EXPL F/TRNSP:FAKE MRK/ECT,M
52021,ALTER FIREARM ID MARK,F
52022,POSS FIREARM W/ALTERED ID,F
52024,BUY FIREARM W/O ID MARK,M
52338,POS/ETC F/ARM W/O ID MARK,M
31069,ACT/ETC PEST DLR W/O LIC,M
52055,MAKE EXPLOSIVE W/O PERMIT,M
52254,MNR ILL POSS CONCEAL WPN,M
52255,MNR ILL POSS CNCEL WPN:PR,F
52056,SELL/ETC EXPLO W/O PERMIT,M
52058,HAVE/ETC EXPLO W/O PERMIT,M
52060,TRANSP EXPLO W/O PERMIT,M
52062,USE EXPLOSIVE W/O PERMIT,M
52064,EXPLO DEPOT W/O PERMIT,M
52066,EXPLO VEH IN UNSAFE SPOT,M
52256,MNR ILL POSS LIVE AMMO,M
52257,MNR ILL POSS LIVE AMMO:PR,F
31081,COMERCIAL WEIGHT/ETC VIOL,M
54623,RECV COMP FOR TOW SRVS,M
52069,GIVE EXPLO W/O PERMIT,M
54421,SALE VEH:NOT OWNER/DEALER,M
52346,MFG/ETC UNSAFE HANDGUN,M
52209,POSSESS/ETC MACHINEGUN,F
52242,SELL/CONVRT/ETC MACINEGUN,F
52193,MAKE ANY ASSAULT WEAPON,F
52194,ILLEGAL POSS ASSAULT WPN,F
52329,ILLEGAL POSS ASSAULT WPN,M
52382,FAIL TO COMPLY:SKS RIFLE,F
52042,POSS DESTRUCTIVE DEVICE,F
52327,POSS DESTRUCTIVE DEVICE,M
52044,EXPLO/ETC/DEV ON CARRIER,F
52045,EXPLO/ETC/DEV IN BAGS/ETC,F
52046,EXPLO/ETC/DEV:BAG:CHECKIN,F
52047,POSS EXPLO/ETC/DEV:PUBLIC,F
52028,USE/ETC EXPLO/DEV:INJ/ETC,F
52095,SELL/ETC/TRNSP EXPLO/DEV,F
52029,SELL/ETC AMMO CALIBR .60+,M
52135,SELL/ETC AMO + .60 CAL:PR,F
52072,POSS EXPLOSIVE ILLEGALLY,F
52105,USE DEST DEVCE:INT:MURDER,F
52104,USE DESTRCT DEV CAUSE GBI,F
52115,DSTRCT DEVIC CAUSNG DEATH,F
52116,DESTRUCT DEVICE:MAYHM/GBI,F
52107,MAK DSTRCT DEVC W/O PERMT,F
52269,SELL AMMO TO MINOR,M
